Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,,,,,,,,,,,,,,,,,,,,,,,,,
customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,,,,,,,,,,,,,
980,Max,Gronaver,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,N,â,No,8,,,,,,,,,,,,,
2011,Guthrie,MacAne,Male,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,12,,,,,,,,,,,,,
1852,Darby,Shailer,Female,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,"''''""",No,18,,,,,,,,,,,,,
3085,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,n/a,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,5,,,,,,,,,,,,,
2336,Karney,Labrone,Male,59,1978-01-19,Dental Hygienist,Health,Affluent Customer,N,1,No,17,,,,,,,,,,,,,
1845,Pascal,Veronique,Male,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,â©testâ©,No,6,,,,,,,,,,,,,
1827,Stormie,Smyth,Female,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,18,,,,,,,,,,,,,
1582,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,4,,,,,,,,,,,,,
844,Tome,Tyt,Male,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,N,âªâªtestâª,No,9,,,,,,,,,,,,,
2487,Elton,Piggford,Male,92,1978-01-13,Operator,IT,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,14,,,,,,,,,,,,,
1468,Adaline,Hayles,Female,37,1978-01-10,Financial Advisor,Financial Services,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,22,,,,,,,,,,,,,
3927,Conway,,Male,29,1978-01-07,Electrical Engineer,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,7,,,,,,,,,,,,,
3065,Winna,Brusle,Female,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,13,,,,,,,,,,,,,
3289,Frederico,Spearman,Male,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,12,,,,,,,,,,,,,
3923,Shay,Rayer,Male,90,1978-01-04,Product Engineer,Financial Services,High Net Worth,N,"''''""",No,16,,,,,,,,,,,,,
1079,Dennie,L' Anglois,Male,70,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,â£,No,18,,,,,,,,,,,,,
3662,Pippo,Cator,Male,79,1977-12-30,Community Outreach Specialist,Retail,Mass Customer,N,â¢,No,15,,,,,,,,,,,,,
2874,Delores,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,â¤ï¸ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ ğ,No,18,,,,,,,,,,,,,
862,Worden,Fossitt,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,N,",./;'[]\-=",Yes,16,,,,,,,,,,,,,
3444,Kara-lynn,Bims,Female,75,1977-12-25,Nurse Practicioner,Manufacturing,Affluent Customer,N,åè£½æ¼¢èª,No,7,,,,,,,,,,,,,
3596,Christi,Gilluley,Female,57,1977-12-25,Executive Secretary,Retail,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,20,,,,,,,,,,,,,
251,Mala,,Female,88,1977-12-24,VP Sales,Financial Services,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,10,,,,,,,,,,,,,
262,Cordie,Petrelli,Male,97,1977-12-23,,Health,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,10,,,,,,,,,,,,,
1799,Tito,Brash,Male,81,1977-12-23,,n/a,Affluent Customer,N,"__ï¾(,_,*)",No,17,,,,,,,,,,,,,
2092,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18,,,,,,,,,,,,,
2230,Gertruda,Shrimpling,Female,53,1977-12-22,,n/a,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,No,19,,,,,,,,,,,,,
3968,Alexandra,Kroch,Female,99,1977-12-22,,Property,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,22,,,,,,,,,,,,,
2662,Louisette,Cullimore,Female,53,1977-12-21,Accountant IV,Property,Mass Customer,N,-1.00E+02,Yes,16,,,,,,,,,,,,,
3382,Burk,Walczak,Male,90,1977-12-17,Business Systems Development Analyst,n/a,High Net Worth,N,â¢,No,10,,,,,,,,,,,,,
3904,Arabelle,Nevill,Female,15,1977-12-17,Sales Representative,Retail,Affluent Customer,N,",./;'[]\-=",No,7,,,,,,,,,,,,,
440,Sheena,O'Duggan,Female,46,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,10,,,,,,,,,,,,,
1347,Leisha,Signoret,Female,14,1977-12-16,Help Desk Operator,Manufacturing,Mass Customer,N,á,Yes,14,,,,,,,,,,,,,
3487,Amalee,Sanderson,Female,4,1977-12-15,Analyst Programmer,Health,High Net Worth,N,<img src=x onerror=alert('hi') />,No,18,,,,,,,,,,,,,
2618,Jay,Prue,Male,85,1977-12-14,Administrative Assistant IV,n/a,Mass Customer,N,ğ©ğ½,No,4,,,,,,,,,,,,,
350,Carmela,Jesper,Female,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,1,Yes,9,,,,,,,,,,,,,
1625,Caryl,Clara,Male,20,1977-12-09,Information Systems Manager,Property,Mass Customer,N,â£,Yes,10,,,,,,,,,,,,,
264,Jedd,Spiby,Male,31,1977-12-07,Technical Writer,Health,Mass Customer,N,1,No,11,,,,,,,,,,,,,
3745,Randy,Duligall,Female,90,1977-12-05,Dental Hygienist,Health,Mass Customer,N,ï»¿,Yes,20,,,,,,,,,,,,,
2819,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,14,,,,,,,,,,,,,
3176,Rafe,Antoniak,Male,60,1977-12-04,Physical Therapy Assistant,n/a,Affluent Customer,N,â«testâ«,No,16,,,,,,,,,,,,,
24,Kim,Skpsey,Female,55,1977-12-03,Research Assistant I,Argiculture,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,15,,,,,,,,,,,,,
2790,Shirleen,Shelsher,Female,16,1977-12-01,Account Representative IV,Retail,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,20,,,,,,,,,,,,,
3458,Alejandro,Shakelade,Male,35,1977-12-01,Web Developer III,Manufacturing,High Net Worth,N,1,Yes,19,,,,,,,,,,,,,
695,Kevan,Kubal,Male,36,1977-11-30,Engineer II,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,11,,,,,,,,,,,,,
832,Shaun,Murphey,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,,No,14,,,,,,,,,,,,,
2654,Dawn,Yakovitch,Female,83,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,null,No,13,,,,,,,,,,,,,
761,Vaughan,McCromley,Male,12,1977-11-27,Media Manager II,Health,Affluent Customer,N,$1.00,Yes,4,,,,,,,,,,,,,
2968,Lek,Viel,Male,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,16,,,,,,,,,,,,,
3934,Cherice,Wehner,Female,38,1977-11-25,Sales Associate,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,16,,,,,,,,,,,,,
3447,Linell,,Female,43,1977-11-23,,Financial Services,High Net Worth,N,"""'",No,17,,,,,,,,,,,,,
285,Julee,Janovsky,Female,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,12,,,,,,,,,,,,,
1665,Witty,Lauthian,Male,48,1977-11-18,Quality Engineer,Telecommunications,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,11,,,,,,,,,,,,,
3940,Anna,Warmington,Female,9,1977-11-18,Sales Representative,Retail,Mass Customer,N,0,No,9,,,,,,,,,,,,,
1539,Filberte,Godmer,Male,3,1977-11-17,Account Executive,n/a,Mass Customer,N,1,Yes,16,,,,,,,,,,,,,
1274,Emmerich,Tinkler,Male,12,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,20,,,,,,,,,,,,,
1304,Emmy,Lumbly,Male,23,1977-11-16,Administrative Assistant III,n/a,High Net Worth,N,åè£½æ¼¢èª,No,11,,,,,,,,,,,,,
994,Rhetta,Kupker,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,5,,,,,,,,,,,,,
3538,Kerby,Nassie,Male,19,1977-11-14,Marketing Manager,Health,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8,,,,,,,,,,,,,
1831,Lisle,Yokel,Male,58,1977-11-13,Social Worker,Health,Mass Customer,N,1.00E+02,No,15,,,,,,,,,,,,,
226,Bondie,Letty,Male,96,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,20,,,,,,,,,,,,,
1507,Holmes,Benkin,Male,97,1977-11-10,,Manufacturing,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,Yes,22,,,,,,,,,,,,,
36,Lurette,Stonnell,Female,33,1977-11-09,VP Quality Control,n/a,Affluent Customer,N,"<>?:""{}|_+",No,22,,,,,,,,,,,,,
1340,Crawford,Dreini,Male,16,1977-11-05,Statistician I,n/a,High Net Worth,N,1,No,18,,,,,,,,,,,,,
1840,Sherman,Gullen,Male,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,â£,Yes,20,,,,,,,,,,,,,
1962,Paddie,Grunder,Male,13,1977-11-01,Sales Representative,Retail,Mass Customer,N,1;DROP TABLE users,Yes,22,,,,,,,,,,,,,
2796,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,Mass Customer,N,"__ï¾(,_,*)",No,9,,,,,,,,,,,,,
3733,Shelden,Rodenburg,Male,70,1977-11-01,,n/a,Mass Customer,N,â°â´âµ,No,11,,,,,,,,,,,,,
3027,Augy,Rudall,Male,83,1977-10-30,Research Nurse,Health,Mass Customer,N,á,Yes,5,,,,,,,,,,,,,
3371,Josey,Alves,Female,56,1977-10-30,Analyst Programmer,Retail,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,17,,,,,,,,,,,,,
1674,Rahal,Woodman,Female,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,20,,,,,,,,,,,,,
2403,Karalee,Tremlett,Female,41,1977-10-25,Technical Writer,Financial Services,Affluent Customer,N,../../../../../../../../../../../etc/hosts,No,12,,,,,,,,,,,,,
650,Matthew,Petschelt,Male,81,1977-10-24,Assistant Manager,Health,Mass Customer,N,,No,13,,,,,,,,,,,,,
809,Nevsa,Washtell,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,N,NULL,No,18,,,,,,,,,,,,,
1479,Avrom,Clougher,Male,25,1977-10-20,Help Desk Technician,Argiculture,Mass Customer,N,â¦testâ§,No,21,,,,,,,,,,,,,
1869,Neda,Longfellow,Female,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,ğ ğ ±ğ ¹ğ ±ğ ±¸ğ ²ğ ³,Yes,9,,,,,,,,,,,,,
2977,Ottilie,Filkov,Female,28,1977-10-16,Community Outreach Specialist,n/a,Affluent Customer,N,$100.00,No,18,,,,,,,,,,,,,
261,Marve,Pryn,Male,74,1977-10-15,Structural Engineer,n/a,Mass Customer,N,$1.00,No,8,,,,,,,,,,,,,
2257,Siward,Corradino,Male,27,1977-10-13,Librarian,Entertainment,Mass Customer,N,â«testâ«,No,15,,,,,,,,,,,,,
2947,Standford,Sauter,Male,75,1977-10-13,,Manufacturing,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,11,,,,,,,,,,,,,
1734,Adriana,Cullerne,Female,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,1.00E+02,Yes,11,,,,,,,,,,,,,
2455,Kathe,Heatlie,Female,64,1977-10-09,,Manufacturing,Mass Customer,N,-1.00E+02,No,21,,,,,,,,,,,,,
2177,Waverly,Creebo,Male,35,1977-10-08,Social Worker,Health,Mass Customer,N,0,No,9,,,,,,,,,,,,,
1678,Dale,Hursey,Female,20,1977-10-07,,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,13,,,,,,,,,,,,,
2001,Mada,Martinho,Female,21,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,é¨è½æ ¼,Yes,3,,,,,,,,,,,,,
3962,Benoit,,Male,17,1977-10-06,Project Manager,Argiculture,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,14,,,,,,,,,,,,,
1977,Myrtia,Paschke,Female,28,1977-10-04,,Manufacturing,Mass Customer,N,1.00E+02,Yes,5,,,,,,,,,,,,,
1021,Elvis,Rixon,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,-1.00E+02,No,7,,,,,,,,,,,,,
1051,Xylia,Lange,Female,34,1977-09-29,Help Desk Technician,Property,High Net Worth,N,$1.00,Yes,14,,,,,,,,,,,,,
2278,Gerri,Heliet,Male,11,1977-09-25,Product Engineer,Health,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,8,,,,,,,,,,,,,
2951,Duffy,Godbehere,Male,13,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,N,ì¸ëë°í ë¥´,No,12,,,,,,,,,,,,,
1928,Sully,Dorling,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,â°â´âµâââ,Yes,13,,,,,,,,,,,,,
2242,Elsy,Springell,Female,25,1977-09-24,VP Sales,n/a,Mass Customer,N,â«testâ«,Yes,21,,,,,,,,,,,,,
1795,Wally,Rebbeck,Male,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,1.00E+02,No,7,,,,,,,,,,,,,
2949,Alexa,Simanek,Female,68,1977-09-21,,Telecommunications,Mass Customer,N,-1.00E+02,No,17,,,,,,,,,,,,,
2903,Avery,Adamov,Male,47,1977-09-20,Operator,Manufacturing,Affluent Customer,N,â¦testâ§,Yes,9,,,,,,,,,,,,,
1957,Gary,Eager,Male,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,4,,,,,,,,,,,,,
2372,Jim,Shoppee,Male,14,1977-09-10,Clinical Specialist,Health,Affluent Customer,N,-$1.00,No,10,,,,,,,,,,,,,
2570,Hirsch,Peele,Male,13,1977-09-10,Professor,Financial Services,Mass Customer,N,ğ©ğ½,Yes,18,,,,,,,,,,,,,
1647,Ivory,Roscam,Female,21,1977-09-09,,Financial Services,High Net Worth,N,!@#$%^&*(),Yes,17,,,,,,,,,,,,,
962,Granger,Tuftin,Male,49,1977-09-07,VP Product Management,n/a,High Net Worth,N,ï»¿,Yes,17,,,,,,,,,,,,,
1209,Jacky,Jerosch,Male,40,1977-09-06,Senior Developer,Property,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,11,,,,,,,,,,,,,
1545,Carver,Saturley,Male,34,1977-09-06,Associate Professor,Health,Mass Customer,N,$0.00,Yes,15,,,,,,,,,,,,,
2043,Veronike,Clampett,Female,67,1977-09-05,Software Consultant,n/a,Mass Customer,N,-1.00E+02,No,7,,,,,,,,,,,,,
2644,Brooke,Alastair,Male,72,1977-09-03,VP Sales,IT,Mass Customer,N,1'; DROP TABLE users--,No,12,,,,,,,,,,,,,
1136,Ivan,Blackhall,Male,72,1977-08-31,Executive Secretary,Property,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7,,,,,,,,,,,,,
744,Heinrik,,Male,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,14,,,,,,,,,,,,,
2387,Roy,Jone,Male,33,1977-08-30,Nurse,n/a,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,9,,,,,,,,,,,,,
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,null,No,16,,,,,,,,,,,,,
1901,Vail,Southernwood,Male,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,1.00E+02,No,8,,,,,,,,,,,,,
2202,Diannne,Neissen,Female,46,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,!@#$%^&*(),Yes,8,,,,,,,,,,,,,
2595,Land,Bangley,Male,56,1977-08-17,Nurse Practicioner,n/a,Affluent Customer,N,",./;'[]\-=",Yes,8,,,,,,,,,,,,,
3805,Margaret,McSperrin,Female,52,1977-08-16,Software Test Engineer II,Property,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,4,,,,,,,,,,,,,
561,Karin,Burkill,Female,99,1977-08-15,Tax Accountant,n/a,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12,,,,,,,,,,,,,
619,Finn,Dahlman,Male,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,20,,,,,,,,,,,,,
1006,Norbert,Gotcher,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,NIL,Yes,19,,,,,,,,,,,,,
2582,Harv,Pavey,Male,98,1977-08-10,Director of Sales,Health,Mass Customer,N,ğ¾ ğ ğ ğ ğ ğ ğ ğ§,No,7,,,,,,,,,,,,,
3196,Teddi,Adcocks,Female,11,1977-08-04,Engineer IV,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,8,,,,,,,,,,,,,
3891,Amalea,Elcy,Female,61,1977-08-01,Staff Accountant II,Retail,High Net Worth,N,âââ,Yes,7,,,,,,,,,,,,,
2401,Drake,Riguard,Male,7,1977-07-31,Staff Scientist,n/a,Mass Customer,N,â°â´âµ,Yes,15,,,,,,,,,,,,,
1453,Ahmed,,Male,54,1977-07-30,Computer Systems Analyst I,Health,High Net Worth,N,,No,13,,,,,,,,,,,,,
153,Lorilyn,Walshe,Female,73,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,12,,,,,,,,,,,,,
1656,Constantin,Rodrigues,Male,59,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,7,,,,,,,,,,,,,
3001,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,20,,,,,,,,,,,,,
3238,Sauveur,Edmands,Male,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,"<>?:""{}|_+",No,14,,,,,,,,,,,,,
128,Isidro,Cypler,Male,73,1977-07-17,Systems Administrator III,Property,Mass Customer,N,á ,Yes,12,,,,,,,,,,,,,
